	bicalutamide	bleomycin	cetuximab	cisplatin	dabrafenib	docetaxel	doxorubicin	erlotinib	etoposide	gefitinib	gemcitabine	imatinib	lapatinib	methotrexate	paclitaxel	sorafenib	sunitinib	tamoxifen	temozolomide	trametinib	veliparib	vinblastine	vinorelbine
998189	4.77434679	-0.06301884	4.98461109	4.88243199	4.54593597	-3.70308327	-3.55360097	2.408565	0.21599208	1.21155398	-5.67054116	2.743088	2.428795	0.32013256	-3.13376	2.008625	2.381932	4.50164688	6.21363272	-3.22725629	4.15436135	-2.97067084	-4.78106405
909699	3.99334198	-3.11777762	1.53873497	5.24554642	2.26753402	-3.47883223	-0.87031743	2.408565	3.49158424	0.97874685	2.69894544	2.743088	2.428795	1.1121278	-3.13376	2.008625	2.381932	4.26569559	6.20986971	-4.55440185	4.2758849	-2.23501667	-2.57161377
909698	4.28585855	-0.31385571	5.87821793	3.06060388	0.56016172	-6.64803329	-3.66106158	2.94359979	-0.64450829	1.17648296	-6.0114572	2.98543121	1.94335166	-0.03790361	-5.6947166	1.31151817	1.9361574	3.82679448	5.61855395	-3.03624979	3.61965032	-5.1061535	-6.751083
909697	4.46407897	0.30605951	7.00814696	3.81600739	3.97649482	-2.16066187	-3.46953862	3.19893598	-0.35845569	0.75446082	-4.9009552	3.32209869	3.47552518	-0.80968244	-4.27731764	2.04213789	3.31232341	4.28338343	5.7482154	1.44619494	4.56772279	-3.27338808	-5.41821202
909696	3.63018122	-2.1927741	6.46325335	2.16428367	3.11245318	-4.52777117	-5.17317806	2.92020366	-1.61354165	0.50838136	-4.36832068	2.12660454	2.37391221	-3.97649319	-0.80820263	2.78093862	2.51135642	2.86824486	4.30672932	0.63346602	3.98626732	-5.32633825	-4.9867801
907171	4.71110742	0.77557805	6.47395269	2.9534907	3.245134	-6.23531672	-1.7435719	2.408565	1.43646766	1.8164114	-2.19360109	2.743088	2.428795	0.2624109	-3.13376	2.008625	2.381932	3.98378975	5.64337898	-6.20588275	3.98865627	-4.21657166	-3.64479964
724870	4.98943897	-1.50571678	6.16845318	0.40111093	3.20445861	-6.33629173	-3.32431368	2.408565	0.9102184	2.11158891	-4.12152794	2.743088	2.428795	0.08132266	-3.13376	2.008625	2.381932	3.6658	5.93837192	-3.67950731	3.20205035	-5.31296956	-5.24625025
1240154	4.04869339	-0.56097172	5.54863042	1.32401089	-2.88882641	-7.15555877	-4.64393565	2.408565	-1.89595014	1.09254915	-6.41277715	2.743088	2.428795	-0.46398907	-3.13376	2.008625	2.381932	3.35560858	5.14736805	-5.87485644	2.69571489	-6.05064028	-5.61543295
905969	4.23128029	1.2226794	6.38824116	1.29838178	3.50664025	-6.05478292	-2.10311125	2.408565	0.46418397	2.13262106	-3.24614325	2.743088	2.428795	1.31010837	-3.13376	2.008625	2.381932	4.18134064	6.1135707	-5.33499383	4.24587224	-3.99748629	-3.20183206
1240155	4.376683	-0.11029002	5.988034	2.863738	3.245134	-4.9165	-2.94605382	2.408565	1.59297575	1.056102	-3.96353534	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.279179	5.5339	-1.02602	3.904143	-4.06394	-5.63515591
905968	4.47925029	1.666334	5.88620807	3.02901097	4.08976077	-5.00483886	-1.75617	2.408565	1.554173	1.06530655	-2.32467	2.743088	2.428795	-0.35966905	-3.13376	2.008625	2.381932	4.18975796	6.6483756	-2.08687166	5.02554166	-2.69654155	-3.8381
724859	3.34155272	1.96650072	6.94886713	3.84717612	0.78597444	-5.33297505	-1.18254863	3.08413353	1.3576559	2.04608062	-4.86935966	2.3650162	3.17873604	-0.91086239	-4.54120159	1.28022286	4.60290567	4.33328154	5.7708359	-4.9681384	4.57471725	-2.49548039	-5.06707947
905933	4.94307912	3.42689461	6.42489178	2.863738	5.0264759	-4.9165	-1.05143308	2.408565	3.05934093	1.056102	-1.5101199	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.1502406	6.25160219	2.40342448	3.904143	-4.06394	-5.10287671
907322	4.64062515	4.11514303	6.49891541	2.29908733	4.40075897	-1.98484932	-0.7960872	3.08861186	1.19569749	1.42028353	-3.12266334	3.08468981	3.0903245	-3.02369353	-2.34292095	2.88906977	2.33749994	3.73109403	5.73942476	2.33822738	3.96686357	-3.16026314	-2.48912871
713899	4.11108811	1.98092536	6.15402229	2.35774076	4.24995787	-5.2693286	-4.00137393	2.408565	-1.41884375	0.96352616	-4.73275223	2.743088	2.428795	-4.58701432	-3.13376	2.008625	2.381932	3.51031187	4.97074439	1.96740245	3.62498895	-5.29438838	-5.23406515
724855	4.9528533	1.99169064	7.09778338	4.5274113	3.36133594	-3.88055084	-3.43848089	2.408565	6.33755083	0.77786292	-5.08660294	2.743088	2.428795	0.28864389	-3.13376	2.008625	2.381932	5.37104137	6.9352343	-3.8797024	5.20632791	-2.20208064	-1.71718664
907270	3.89584739	5.69311192	6.71876772	1.10886405	1.22572105	-5.86590621	1.62394221	3.30216162	5.24281101	0.28601758	2.41784267	3.33653344	3.33653344	-4.04880247	0.36451769	2.7611168	4.7228278	3.10902612	2.86216489	-0.98389307	2.21843457	-7.75740875	-1.1786314
909735	4.48642092	-0.28070406	5.53870571	3.37739841	-1.42282696	-6.40549281	-4.06426142	2.408565	0.0754696	1.5872446	-6.74473882	2.743088	2.428795	0.255083	-3.13376	2.008625	2.381932	2.69196986	5.60161359	-3.27531258	2.08621463	-5.2542857	-6.00776917
907277	3.60318204	3.10644323	5.63526834	1.61699652	-0.2914627	-4.18083535	-3.78402027	1.97522572	-2.09385291	0.52114146	-5.31715827	2.24448072	2.2130989	-4.43887723	-4.31784542	1.25469658	1.34115561	3.11451845	4.92278147	1.52758596	2.96285691	-5.36499227	-5.30986591
905967	5.31488988	7.3337512	6.65137496	4.44167672	4.94757955	-1.08063146	3.36798152	1.0166811	6.27019321	0.15912963	3.21058224	3.74269499	1.76988224	-0.08017301	0.45654201	4.14881155	3.78214201	4.32107361	6.55803663	1.68362249	4.7628221	-1.54857359	0.6483433
753594	4.42517576	5.02612522	6.4749155	4.40261661	4.52060631	-3.61857351	-1.48343734	1.75950043	1.2870446	0.49595621	-2.97303487	2.89847445	2.36131807	-3.73928198	-2.77026262	2.77163792	1.24132854	3.83734415	5.20218103	2.28829566	3.77137335	-2.77770833	-2.73321319
905934	3.82369471	2.42236464	7.17673958	2.863738	5.27068561	-4.9165	0.10786853	2.408565	3.58257054	1.056102	0.40000287	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.06814432	6.3848822	2.90029067	3.904143	-4.06394	-2.55446427
908149	4.360176	4.52338995	6.68624573	1.68881695	4.29900925	-5.01555463	-0.67589895	3.40620378	3.92009799	1.88757818	1.50455801	3.40692155	3.39231369	-0.69402725	0.41969688	3.78854154	4.7904918	3.72839295	4.35006332	2.17838346	3.46491812	-5.96118392	-0.49066322
909730	4.15980959	3.28566826	6.47357658	1.29059701	3.43810743	-4.9123828	-2.20225631	2.24883466	0.37106191	0.72487539	-3.67403779	1.95159331	2.23892407	-4.43346385	-2.42293918	0.71982604	1.06361779	2.90028737	5.10879692	2.06759803	3.59660419	-5.23411448	-4.70084821
907274	4.60365511	4.09882733	6.67983117	4.25075323	2.01673274	-3.31194914	-1.61543326	3.16607302	1.60519588	1.01027421	-2.59056283	3.28686542	3.28593631	-1.1303816	-3.00770239	3.98001261	1.58157052	3.79461172	5.06997782	1.75400081	4.17970529	-3.40990371	-4.50686607
909731	3.93436866	-0.05775412	5.94922807	0.17093764	3.85393984	-5.09690679	-3.53009277	2.31513614	-0.97003908	-0.16800815	-6.53783304	3.07549622	3.32415983	0.25733935	-4.96077655	1.75360072	2.17673937	2.57276886	5.16194649	1.94561606	2.48927617	-5.36727602	-4.7037086
753582	4.376683	1.23357617	5.988034	2.3649786	5.05069575	-4.0046975	-2.16332465	2.03320895	0.57313422	0.88698027	-4.74729141	2.35168262	1.86871557	-0.27071921	-4.2385915	3.53010251	3.1607825	4.39616017	6.06204426	2.65287386	4.53748757	-3.71522811	-4.96396558
1298141	5.70867565	4.11670962	6.52956612	2.93015837	2.71926541	-3.55717771	2.08880672	2.408565	5.73372649	1.90535803	1.1906528	2.743088	2.428795	1.08239429	-3.13376	2.008625	2.381932	4.92019879	6.62852322	-1.46201634	3.77198004	-2.29208397	-1.5112867
753581	4.93265209	3.53695851	6.57322732	2.56375624	4.95199435	-4.38619847	-1.67333622	2.19095695	3.77684271	2.04493517	-0.60360518	3.06869096	2.04498571	1.12864444	-3.22878796	2.31854921	4.54446584	4.25884717	6.05060664	-3.11317952	4.3457591	-2.25859151	-3.29659688
753586	4.61232421	-0.90743901	6.3677077	2.47324499	4.61425641	-5.63965993	-3.87209635	2.408565	-0.22613215	1.67006966	-4.16896703	2.743088	2.428795	-2.24400876	-3.13376	2.008625	2.381932	3.92110923	5.7128687	2.31167131	2.58290419	-5.96169002	-6.84257149
909732	4.25922349	-1.71115821	6.34418237	2.35255183	3.36570467	-5.8144151	-4.08550068	2.408565	-2.85910903	0.45694595	-6.92066057	2.96952492	1.51253316	0.53065684	-5.6041585	0.80819172	2.86153528	3.5256886	4.87340463	0.16648385	3.16704662	-4.7990256	-6.17696112
1298146	5.4424256	5.33744711	6.24842343	2.01899446	5.23203106	-3.91350117	0.87070689	2.408565	5.32929698	1.502329	-0.46403551	2.743088	2.428795	0.43245	-3.13376	2.008625	2.381932	4.74927842	6.52063228	0.1730493	4.61341593	-3.20996347	0.48768575
753585	4.33918593	-1.71103737	4.55238286	2.863738	3.245134	-4.9165	-2.69593244	-1.80499941	3.18136431	1.056102	-3.03849618	3.62113733	-0.52451484	-0.5407	-2.88608724	1.44959192	1.19337339	4.14035828	5.28156561	-1.0929304	3.904143	-4.06394	-1.24717076
753588	4.99489106	4.01469826	6.91162629	2.90181491	4.4230056	-3.72122635	-2.54301567	3.53723173	-0.89725133	1.85767226	-2.51530889	2.9161203	2.35546632	-0.85778411	-3.05023335	3.78853935	3.40889457	4.12905898	5.42215083	2.30292607	4.45461582	-2.92211876	-3.33314197
753589	4.73611096	3.88147645	7.27126962	5.21209078	3.4769263	-1.18363242	-0.42814093	3.90838912	2.38904391	1.81793744	0.0122456	3.79898406	3.73727745	-0.00976218	-0.41700253	2.89684439	4.6715402	4.25038841	6.50734991	3.10615253	4.57972099	0.9054957	-2.3186343
907268	4.0554133	1.29430397	6.32119254	3.78144701	3.28330004	-4.0646096	-1.90814723	2.7084166	0.96651936	0.34767032	-3.88082606	2.9095237	2.86662608	-4.08184909	-3.83090597	1.45875763	2.64442989	3.34055861	4.58100931	1.34097915	3.30985809	-4.54100338	-4.3823741
907269	4.74705555	-0.33316769	7.07406073	2.50632251	0.30426403	-2.4431499	-1.35267891	3.15031506	4.55584193	-0.74353432	3.09200413	2.73587969	3.52975322	-3.30120362	-0.46342638	3.78054212	3.28847428	3.21881587	2.97553367	0.36105405	2.30963825	-4.82347503	0.02791926
907066	3.94887377	2.15572862	5.83187261	3.33405997	3.50593458	-3.40523564	-1.66571559	2.408565	1.64883631	0.41903952	-1.2352954	2.743088	2.428795	1.23989051	-3.13376	2.008625	2.381932	2.75278241	5.64661814	0.00449538	4.69892557	-2.92707471	-3.45102078
907067	4.1916288	-1.38125017	6.54108456	2.863738	-2.37144516	-4.9165	-4.82686536	2.23167299	-2.40889213	1.056102	-5.15990483	2.27491284	3.51806364	-0.5407	-4.5775112	1.3114239	1.75098126	3.69703671	6.07951539	-5.26189809	3.904143	-4.06394	-7.06647141
907064	4.23547365	-0.56668267	6.29628994	2.06540948	3.245134	-7.50235953	-4.24590183	2.408565	-2.10693912	1.056102	-5.52175994	2.743088	2.428795	0.32987516	-3.13376	2.008625	2.381932	2.47087487	4.69530901	-3.33938879	3.51776408	-5.40841758	-5.84707135
907065	3.61538337	1.1007214	6.36796132	3.51625744	4.50251233	-4.13066449	-1.40080721	2.408565	2.35025776	1.66314422	-0.39201549	2.743088	2.428795	0.44139082	-3.13376	2.008625	2.381932	2.927021	5.53179244	-0.54637475	4.72492462	-1.54812127	-2.8108674
907062	4.0600169	5.4027097	2.61122505	0.5753385	1.73659063	-7.86922257	-2.52225655	2.408565	0.60236092	-2.6936717	-5.86363953	2.743088	2.428795	0.75888781	-3.13376	2.008625	2.381932	3.16309351	5.27937722	-2.10609353	4.1700251	-5.8710865	-1.40948001
1290798	4.63740093	-1.78644936	5.97836183	4.10528849	3.74676268	-4.00632992	-3.3653367	2.408565	-0.13599695	1.6659949	-5.36973752	2.743088	2.428795	-0.75091171	-3.13376	2.008625	2.381932	3.34245852	5.9000394	1.54984049	3.92854197	-3.4100619	-5.1567273
907060	3.33863992	-1.24425328	6.00923138	1.02456869	3.32969587	-6.70798319	-3.5542974	2.408565	-1.29813761	0.65058797	-6.2270146	2.743088	2.428795	0.14736847	-3.13376	2.008625	2.381932	2.5258588	5.2148927	0.89685969	3.63491279	-5.0093058	-5.37529096
907061	2.19607511	-0.27895855	3.70467347	2.863738	3.245134	-4.9165	-2.80653454	2.408565	0.36335069	1.056102	-4.63801991	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	2.3701314	4.18774849	-5.44096317	3.904143	-4.06394	-5.07168885
1290795	4.80863565	2.42572011	5.46164371	1.40632536	5.01448151	-5.84262182	-1.22698556	2.408565	2.07224136	2.1622268	-2.14747788	2.743088	2.428795	-0.60662508	-3.13376	2.008625	2.381932	4.32284322	4.70238796	-0.36363382	4.39293978	-5.05942497	-3.52593813
910849	3.93405891	0.77553208	5.74784498	1.98827531	4.50636795	-6.39642074	-1.3341477	2.408565	1.45982707	1.20301512	-3.28544465	2.743088	2.428795	-2.04259452	-3.13376	2.008625	2.381932	4.15279332	5.94455279	0.71363911	3.3917683	-5.09696809	-5.229219
1290797	4.376683	4.92808814	5.988034	3.54701687	3.245134	-4.48726068	1.3196243	2.408565	4.40021145	0.53242543	2.12216821	2.743088	2.428795	-1.45831356	-3.13376	2.008625	2.381932	3.82075675	5.5339	-1.02602	3.84968347	-1.98773863	-0.95681422
1330973	5.8824803	1.666334	4.63640187	2.863738	6.1760752	-4.9165	-1.75617	2.408565	1.554173	1.056102	-2.32467	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	5.77873679	7.46515849	2.59656835	3.904143	-4.06394	-3.8381
907068	4.13673641	1.666334	5.14408168	1.5982125	4.69351685	-5.99184049	-2.02445037	2.408565	0.19581655	-0.18072063	-1.51545461	2.743088	2.428795	-2.5363636	-3.13376	2.008625	2.381932	3.59135396	5.63862978	-1.95463472	4.25119632	-3.47552972	-3.28665892
907300	4.50161699	4.59106655	6.28510217	3.13890725	4.47330957	-4.08146713	0.37787266	2.408565	3.61252243	1.46129883	0.6100541	2.36402049	2.71455407	-0.27997917	-3.50055456	3.65106531	1.24144551	3.55974941	5.02955324	-0.11267385	3.63405761	-5.15972001	-1.66142412
1240156	4.75944463	2.65052354	5.2158997	2.93435083	2.18566546	-3.90895882	-1.02639881	2.408565	3.12311443	1.08502739	-1.5777994	2.743088	2.428795	0.27873898	-3.13376	2.008625	2.381932	4.06186832	5.67407098	-1.65349447	3.60820307	-4.63233537	-4.22676081
906865	4.29318762	-1.40938942	6.47368361	2.42326822	-3.20914898	-5.08224165	-3.53654285	2.408565	-0.10781197	1.75391476	-4.41456851	2.743088	2.428795	-1.2185809	-3.13376	2.008625	2.381932	3.50572335	5.73016315	-5.64993793	4.0519161	-3.53723242	-5.48251757
925341	4.34519031	3.38055606	6.06145765	3.64619752	4.64379555	-5.06845263	-4.01831854	2.408565	0.52546405	0.65239895	-4.26937153	2.743088	2.428795	0.59363145	-3.13376	2.008625	2.381932	3.71979395	3.91161663	2.03240092	3.95063565	-2.8846401	-5.31350837
908143	5.0197766	1.39315847	6.8175232	5.07405051	4.19006854	-1.55472555	-0.47316394	3.5084711	2.98273571	1.99166538	0.57238727	3.32412981	3.51624122	1.21128592	-0.00264963	3.00720224	2.41428541	3.09248398	5.61901402	2.71719151	4.1597797	-1.57666463	-2.12955529
906861	4.82777445	-1.14495558	5.47658305	3.52131063	3.79705301	-6.8761776	-2.39152171	1.19786221	1.11283277	-0.74601248	-4.44834075	3.09818877	1.31338656	-0.80853822	-6.06329025	3.28161903	0.18183748	3.23351953	5.58509989	-0.36148354	3.42301842	-5.05152869	-5.14623017
906863	4.376683	1.28941827	5.988034	2.42582287	3.245134	-6.61068832	-2.14447009	2.408565	0.2781349	-1.69565672	-3.0869573	2.743088	2.428795	0.37117732	-3.13376	2.008625	2.381932	2.69938563	5.5339	-1.02602	4.09402758	-3.99857377	-3.37998435
687459	4.99312001	2.71771934	5.05681328	2.863738	5.06628972	-4.9165	-0.51971814	2.408565	2.16906839	1.056102	0.10590606	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.37747324	5.04762529	0.13173315	3.904143	-4.06394	-4.26622664
687457	2.98933232	6.94390679	5.21904325	2.5401121	4.20972214	-6.96634431	2.01860051	2.408565	2.24392921	2.1269732	2.90442625	2.743088	2.428795	-2.33514264	-3.13376	2.008625	2.381932	2.64334379	4.24367417	-1.02602	4.24382757	-5.8341576	-4.32358745
688058	4.376683	0.44130416	5.988034	4.56030965	3.245134	-4.81435036	-1.78339334	2.408565	2.22529488	2.43956117	-1.79738372	2.743088	2.428795	0.04790828	-3.13376	2.008625	2.381932	3.6658	5.5339	-1.02602	4.85520101	-3.976755	-2.64363431
687452	4.27931409	-1.69543163	5.19841912	1.52337287	4.03439907	-8.39740938	-3.79709982	2.408565	-0.20938444	0.42218307	-1.2320148	2.743088	2.428795	-1.63878302	-3.13376	2.008625	2.381932	3.23891741	4.99843092	0.27568993	3.87273296	-6.6159913	-5.24025726
906868	3.92704789	-0.95511917	5.98198906	2.863738	3.72256806	-4.9165	-2.75537157	2.408565	0.87256861	1.056102	-4.86802402	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.90085519	5.87009738	-0.55645012	3.904143	-4.06394	-4.50613725
1331050	3.7049405	1.40513041	5.91095149	3.45738782	3.78210194	-5.36570827	-2.24659516	2.70531068	4.80762645	0.747485	0.19806454	2.72935891	2.72935891	-4.10300632	-2.5355391	2.1066304	2.6410159	-0.76139407	5.34337095	-0.29384225	3.45216554	-5.62218225	-0.72426089
688121	3.73964534	-0.63883076	6.49414228	0.99295449	4.48866668	-7.2928464	-3.10135468	3.16041319	-0.82600251	0.74948947	-4.88555386	3.04502038	2.52903986	0.42756475	-5.82062989	1.4320402	2.35530783	2.96649091	5.74398716	-0.06092991	3.40406148	-5.53460483	-5.71555161
688086	4.78192604	4.27183548	4.83826174	2.45658783	3.245134	-4.41092421	0.02112905	2.75554953	3.34539755	-0.60025585	-1.39281817	2.59034226	2.66390388	-1.03031026	-2.56752296	1.29241175	1.76927411	2.8530736	5.88053833	-0.73080038	4.11679794	-3.38256942	-1.45142562
688087	4.84078652	5.65194899	5.92092288	4.19241983	3.18446626	-3.5540647	1.54936895	2.408565	4.99068953	1.38427845	1.75665849	3.12796078	3.4456987	0.73966744	-0.80828238	2.16339727	2.81485072	3.35036376	5.42348023	-2.13574373	4.1313215	-1.28030231	-0.29062783
925340	5.25662842	-2.09803555	7.2755481	2.40342566	3.86297715	-5.531686	-3.01281468	2.408565	0.61874188	2.29427068	-3.74500261	2.743088	2.428795	-0.94965402	-3.13376	2.008625	2.381932	4.5259076	6.41301334	-3.24619143	4.29429026	-3.73825577	-6.1134961
1503361	4.36079809	1.666334	6.55567312	2.93173998	1.94472886	-7.21915111	-1.75617	2.408565	1.554173	2.28220337	-2.32467	2.743088	2.428795	-0.84110175	-3.13376	2.008625	2.381932	4.6936414	6.52216831	-1.66278568	4.99090707	-5.03223933	-3.8381
1503363	5.20811586	1.666334	7.05971806	3.18921025	5.21243118	-1.75119362	-1.75617	2.408565	1.554173	0.98654825	-2.32467	2.743088	2.428795	0.54140721	-3.13376	2.008625	2.381932	4.45555617	5.98410306	2.90962794	4.55600536	-1.9863752	-3.8381
1503362	4.61919451	1.666334	6.56246073	2.25965267	4.19190789	-6.32310587	-1.75617	2.408565	1.554173	0.60353264	-2.32467	2.743088	2.428795	-0.90101185	-3.13376	2.008625	2.381932	4.09674938	5.53432588	-3.56186794	4.39046092	-5.2900635	-3.8381
1503365	5.2284096	1.666334	4.55086816	3.03864455	3.82368984	-6.21247131	-1.75617	2.408565	1.554173	0.32316432	-2.32467	2.743088	2.428795	1.02558049	-3.13376	2.008625	2.381932	4.0077366	5.67652511	-3.61021448	3.80598341	-5.00103136	-3.8381
1503364	4.11214028	1.666334	5.87062392	2.19442309	2.12823676	-6.53705512	-1.75617	2.408565	1.554173	0.22555848	-2.32467	2.743088	2.428795	-2.32390985	-3.13376	2.008625	2.381932	4.21598787	5.92000142	-1.65718061	3.29480188	-4.74069164	-3.8381
1503367	4.95843287	1.666334	7.04742638	5.24777692	4.98569331	-4.58640509	-1.75617	2.408565	1.554173	0.63923567	-2.32467	2.743088	2.428795	-1.01006374	-3.13376	2.008625	2.381932	4.17562162	6.20607	-1.19630552	4.12776613	-3.49444798	-3.8381
1503366	4.65451275	1.666334	5.71502963	2.35586411	4.6580515	-4.98768553	-1.75617	2.408565	1.554173	-0.42420335	-2.32467	2.743088	2.428795	-2.11712331	-3.13376	2.008625	2.381932	2.80642812	5.7160698	1.77969457	4.052666	-4.18745464	-3.8381
1503369	5.05029812	1.666334	2.67650825	2.93589347	3.86603572	-6.52913034	-1.75617	2.408565	1.554173	-1.30451576	-2.32467	2.743088	2.428795	-2.34737249	-3.13376	2.008625	2.381932	4.36540109	6.13242972	-2.71142244	3.94249229	-5.48237795	-3.8381
1479991	3.99875389	1.666334	4.8393055	1.54472832	3.245134	-7.16767465	-1.75617	2.408565	1.554173	0.87749672	-2.32467	2.743088	2.428795	0.63106726	-3.13376	2.008625	2.381932	3.86296005	5.63532383	0.00607454	3.7665086	-5.23442469	-3.8381
1479992	3.97281846	1.666334	5.77016068	1.82764502	4.67355758	-6.66558586	-1.75617	2.408565	1.554173	1.32009246	-2.32467	2.743088	2.428795	0.88245333	-3.13376	2.008625	2.381932	3.90174328	5.41419953	0.46265433	3.61457191	-4.77235918	-3.8381
1479993	3.09743493	1.666334	6.41622825	1.66823056	4.12932976	-7.38966396	-1.75617	2.408565	1.554173	1.02245943	-2.32467	2.743088	2.428795	0.70242002	-3.13376	2.008625	2.381932	2.75797891	5.34660688	-1.57557882	3.91727898	-4.6751961	-3.8381
1479994	4.74350674	1.666334	5.45893996	1.85960547	4.66318499	-6.71779983	-1.75617	2.408565	1.554173	0.73935382	-2.32467	2.743088	2.428795	0.21118255	-3.13376	2.008625	2.381932	2.97468711	5.65257564	-0.16547038	3.84021976	-5.23836392	-3.8381
1479995	5.06502498	1.666334	7.01297121	3.75838481	2.66701183	-5.81913109	-1.75617	2.408565	1.554173	-0.60408113	-2.32467	2.743088	2.428795	1.34642223	-3.13376	2.008625	2.381932	4.33897029	5.46543141	-4.56920934	3.87623627	-4.09355098	-3.8381
1295741	3.84484817	3.97935094	6.18777883	3.28568104	1.98991441	-5.57869095	-1.55857962	2.75861903	2.59791098	1.24177539	-1.13764091	2.68243882	2.40224295	-3.61862173	-4.86566882	2.12105637	2.0111601	2.99030531	4.87096006	-0.19202538	3.66633882	-5.86084709	-4.92371436
724839	5.28488147	2.33318511	5.48072862	2.140665	4.95617801	-6.28366465	-1.08079272	2.408565	1.23377241	2.45937801	-4.25881988	2.743088	2.428795	1.50830122	-3.13376	2.008625	2.381932	4.61217648	4.83760473	-2.30150168	4.71587418	-4.13532465	-2.81816749
907169	4.376683	0.81273231	5.988034	3.1461283	3.245134	-5.05008953	-3.15778559	2.408565	0.56378154	1.04316418	-4.10132059	2.743088	2.428795	-0.42933239	-3.13376	2.008625	2.381932	3.70590898	5.5339	-1.02602	3.76873649	-3.91967157	-6.2423828
687600	4.52448992	4.36746046	6.32333409	3.83159352	4.42190709	-4.55563181	1.10171531	3.24930324	5.05029979	1.84933216	2.08639508	2.51479525	3.24930324	0.33342179	-0.50200163	1.95985274	4.10037302	3.73958875	5.87785996	1.98404954	4.16559398	-3.74972489	-0.19349331
1480362	4.4878522	1.666334	5.02085424	0.81399489	4.04953248	-4.81908286	-1.75617	2.408565	1.554173	1.60825864	-2.32467	2.743088	2.428795	-0.0620606	-3.13376	2.008625	2.381932	3.42450217	5.83713635	-1.1999377	4.03495685	-3.81385299	-3.8381
1480361	5.32404272	1.666334	6.05406692	4.16662572	5.28143565	-2.15938415	-1.75617	2.408565	1.554173	2.83762799	-2.32467	2.743088	2.428795	1.91419045	-3.13376	2.008625	2.381932	4.94276221	6.29921223	-0.71122529	4.80902366	0.07249386	-3.8381
1480360	3.77208263	1.666334	7.20900508	3.3104168	2.75757509	-5.63003112	-1.75617	2.408565	1.554173	-0.05028479	-2.32467	2.743088	2.428795	0.6253776	-3.13376	2.008625	2.381932	3.83660489	4.94424348	-2.44445493	3.23870407	-3.32811634	-3.8381
910852	4.61213484	-3.62680339	4.73050172	4.0123657	5.04237919	-5.19255296	-3.4607293	2.408565	0.77133291	1.83119844	-1.75057433	2.743088	2.428795	1.21322726	-3.13376	2.008625	2.381932	4.65451377	5.6562206	-1.76559614	4.46233445	-3.76265037	-5.87014466
1298534	6.0898408	1.666334	7.88347791	6.31644654	5.99751567	-2.85601063	-1.75617	2.408565	1.554173	3.38508216	-2.32467	2.743088	2.428795	1.66987142	-3.13376	2.008625	2.381932	4.82868002	7.28483106	-1.02602	4.54157237	1.55167372	-3.8381
909724	5.19055879	2.64679293	6.08098553	5.00146993	-2.24949743	-3.79747401	-1.93541595	2.408565	2.4569167	2.20698884	-2.35034488	2.743088	2.428795	-0.62894279	-3.13376	2.008625	2.381932	4.45908338	6.28917108	-3.92513639	4.31907887	-1.32222588	-3.99497008
1298531	4.23063371	0.9586686	4.88370216	1.26563335	3.245134	-7.89024203	-3.48886449	2.408565	0.1193529	-2.96859735	-6.73907089	2.743088	2.428795	-2.48025994	-3.13376	2.008625	2.381932	3.28690498	5.34574249	-4.03031974	3.24778404	-5.38143988	-5.49688863
1298533	4.95623689	2.5195673	6.333603	4.22185277	2.87143454	-4.68106201	-1.09574122	2.408565	2.1907958	1.6421261	-1.98172298	2.743088	2.428795	-0.39653111	-3.13376	2.008625	2.381932	4.18243565	6.05484918	-4.90659568	4.33828395	-2.22622394	-3.23619587
687985	4.376683	1.34844699	5.988034	2.24956747	3.245134	-6.96794472	-2.77367715	2.408565	-0.51711454	0.85073121	-4.10996822	2.743088	2.428795	0.10194062	-3.13376	2.008625	2.381932	4.17697651	5.5339	-1.02602	4.30448743	-5.4397475	-5.77874529
1298539	4.85918258	3.56282443	5.59278816	2.6490294	1.06490215	-6.81596825	-0.88063314	2.408565	2.69756474	1.67417018	-0.29564853	2.743088	2.428795	1.11182574	-3.13376	2.008625	2.381932	4.00646116	6.0062389	-5.2801679	3.99330801	-5.10293903	-3.29771277
1298538	5.2822907	5.7938122	4.61344338	4.44426123	5.3861552	-4.1599006	1.26807607	2.408565	6.20771714	-0.72580797	2.80533832	2.743088	2.428795	0.3273435	-3.13376	2.008625	2.381932	3.86554854	5.34935248	-1.72465309	3.65261528	-2.7865283	-0.48163406
688013	4.08513403	3.4186228	6.85278988	-2.11577599	3.245134	-4.42923043	-3.09984674	1.59191512	-0.02889229	1.2876016	-3.04174111	3.36873996	3.485915	-2.5589543	-2.7783425	3.33028855	2.15820773	3.83151091	5.61729276	0.57080401	3.04395974	-4.41275603	-3.28107865
688011	4.77849884	4.76707791	6.59322106	4.77183545	4.77415318	-2.85770528	-0.0952523	2.408565	2.50606319	1.47619011	0.78031875	2.743088	2.428795	0.91714032	-3.13376	2.008625	2.381932	4.08720898	5.87414717	2.23923998	2.40668704	-1.98661766	-2.80660111
